"Gene_ID"	"A._thaliana_best_hit"	"Symbol"	"Description"	"TF"	"Leaf_development"	"logFC.phyB.vs.wt.sen"	"logFC.phyB.vs.wt.rec"	"F"	"PValue"	"fdr.gen"
"BraA09001877"	"AT1G58470"	"RBP1"	"RNA-binding protein 1"	"-"	"-"	-0.467592589155409	0.736422458806048	1.90862773781196	0.167513353214805	0.756208592161956
"BraA04001812"	"AT2G24550"	"AT2G24550"	"major centromere autoantigen B-like protein"	"-"	"-"	1.71616276021312	-0.090574148419642	1.90971036293195	0.167522885017603	0.756208592161956
"BraA07003499"	"AT1G71850"	"AT1G71850"	"Ubiquitin carboxyl-terminal hydrolase family protein"	"-"	"-"	-1.29413766822636	1.63607457792377	1.90961747948717	0.167536524463754	0.756208592161956
"BraA09001217"	"AT2G18465"	"AT2G18465"	"Chaperone DnaJ-domain superfamily protein"	"-"	"-"	-0.446202427344206	0.556052076344123	1.90835754405485	0.167553077342684	0.756208592161956
"BraA01000170"	"AT4G37310"	"CYP81H1"	"cytochrome P450, family 81, subfamily H, polypeptide 1"	"-"	"-"	1.51232723700869	-0.748510325470929	1.90855342415987	0.167692860503395	0.756208592161956
"BraA09001471"	"AT1G64370"	"AT1G64370"	"filaggrin-like protein"	"-"	"-"	-0.053114584265222	0.84766375162065	1.90764859609937	0.167727486930444	0.756208592161956
"BraA10001843"	"AT5G19300"	"AT5G19300"	"methyltransferase C9orf114 protein"	"-"	"-"	-1.18821471348761	1.2468196747	1.90762818306549	0.167828928627298	0.756208592161956
"BraA09002027"	"AT5G42680"	"AT5G42680"	"MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)"	"-"	"-"	-0.728315399177757	0.763208526760284	1.90621141277462	0.167868962746959	0.756208592161956
"BraA06002570"	"AT3G47620"	"TCP14"	"TEOSINTE BRANCHED, cycloidea and PCF (TCP) 14"	"YES"	"YES"	0.463816597919674	-0.153223426127911	1.90610537095679	0.167884587420861	0.756208592161956
"BraA05001496"	"AT2G31070"	"TCP10"	"TCP domain protein 10"	"YES"	"YES"	0.103056909689845	0.390604987847233	1.90604798429874	0.167893043677534	0.756208592161956
"BraA03005879"	"AT4G29480"	"AT4G29480"	"Mitochondrial ATP synthase subunit G protein"	"-"	"-"	-0.760654157677398	0.377678408059666	1.90569093425626	0.167945667340688	0.756208592161956
"BraA10001457"	"AT5G59300"	"UBC7"	"ubiquitin-conjugating enzyme E2"	"-"	"-"	-0.200974903672165	-0.177868115728149	1.90529978903656	0.16800333642312	0.756208592161956
"BraA04002303"	"AT2G31560"	"AT2G31560"	"signal transducer/transcription protein, putative (DUF1685)"	"-"	"-"	-0.6785354763577	0.0814088953698005	1.90525868547379	0.168009397822327	0.756208592161956
"BraA10002263"	"AT5G13950"	"AT5G13950"	"nuclear factor kappa-B-binding protein"	"-"	"-"	0.358312205912404	-0.182744095069309	1.90510269823485	0.168032402852308	0.756208592161956
"BraA07001419"	"AT1G22710"	"SUC2"	"sucrose-proton symporter 2"	"-"	"YES"	0.554248723745091	-0.131057229884148	1.90503304952942	0.168042675749255	0.756208592161956
"BraA09000182"	"AT4G02260"	"RSH1"	"RELA/SPOT homolog 1"	"-"	"-"	0.42084521782027	-0.175226105925408	1.90460517347945	0.168105800492751	0.756208592161956
"BraA07000893"	"AT3G23620"	"AT3G23620"	"Ribosomal RNA processing Brix domain protein"	"-"	"-"	-0.924131770505788	1.15343926359834	1.90569521274913	0.168113578473145	0.756208592161956
"BraA10000435"	"AT1G05570"	"CALS1"	"callose synthase 1"	"-"	"YES"	0.547942730192505	-0.598403856123756	1.90452650074244	0.1681174098858	0.756208592161956
"BraA03006367"	"AT4G35490"	"MRPL11"	"mitochondrial ribosomal protein L11"	"-"	"-"	-0.670426716001959	1.10844783128276	1.90565401903205	0.168119650312161	0.756208592161956
"BraA05004170"	"AT3G08890"	"AT3G08890"	"hypothetical protein (Protein of unknown function, DUF538)"	"-"	"-"	0.445173008611956	-0.410889526897491	1.90443113949507	0.168131483083098	0.756208592161956
"BraA07003757"	"AT1G75170"	"AT1G75170"	"Sec14p-like phosphatidylinositol transfer family protein"	"-"	"-"	0.286058655485597	-0.840201690510332	1.90508275236697	0.168138345796149	0.756208592161956
"BraA01000605"	"AT4G32470"	"AT4G32470"	"Cytochrome bd ubiquinol oxidase, 14kDa subunit"	"-"	"-"	-0.507942587893794	0.378184097816847	1.90375827239889	0.16823081922543	0.75641234394057
"BraA01002405"	"AT3G51520"	"DGAT2"	"diacylglycerol acyltransferase family"	"-"	"-"	0.597924344057536	-0.565963581340223	1.90341176218097	0.168281999493324	0.75641234394057
"BraA07003494"	"AT1G71830"	"SERK1"	"somatic embryogenesis receptor-like kinase 1"	"-"	"-"	-0.80597140586511	0.17087877056901	1.90337677825009	0.168287167620006	0.75641234394057
"BraA03002489"	"AT2G45220"	"AT2G45220"	"Plant invertase/pectin methylesterase inhibitor superfamily"	"-"	"-"	-1.8186528389656	-1.81165642418341	1.9041197664341	0.168345962659182	0.756499403248228
"BraA03003461"	"AT2G31350"	"GLX2-5"	"glyoxalase 2-5"	"-"	"-"	-0.892968063359505	0.138804458233928	1.90249211273744	0.168417914634094	0.756499403248228
"BraA09002789"	"AT4G10480"	"AT4G10480"	"Nascent polypeptide-associated complex (NAC), alpha subunit family protein"	"-"	"-"	-0.710244687010535	1.03388946429055	1.90327607098711	0.168470552669654	0.756499403248228
"BraA09000157"	"AT4G02060"	"PRL"	"Minichromosome maintenance (MCM2/3/5) family protein"	"-"	"YES"	-2.53289913259564	1.77533354880061	1.90297331689378	0.168515285041993	0.756499403248228
"BraA01002210"	"AT4G16430"	"AT4G16430"	"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"	"YES"	"-"	0.545142443412338	-0.217223625032088	1.90154990981165	0.168557285133166	0.756499403248228
"BraA05000449"	"AT3G05280"	"AT3G05280"	"Integral membrane Yip1 family protein"	"-"	"-"	0.465749072760701	-0.0796101578086757	1.90136390464846	0.168584813611143	0.756499403248228
"BraA03001415"	"AT5G55230"	"MAP65-1"	"microtubule-associated proteins 65-1"	"-"	"-"	-0.941962568874991	0.473524556489048	1.90209437741978	0.168586201120142	0.756499403248228
"BraA02000070"	"AT5G02760"	"AT5G02760"	"Protein phosphatase 2C family protein"	"-"	"-"	-2.32139337790351	0.984847184962063	1.90229820000321	0.16861508051207	0.756499403248228
"BraA10002092"	"AT5G16250"	"AT5G16250"	"transmembrane protein"	"-"	"YES"	0.785991220702265	-1.62789308823935	1.90114559690573	0.16861712897545	0.756499403248228
"BraA05003819"	"AT3G13060"	"ECT5"	"evolutionarily conserved C-terminal region 5"	"-"	"-"	0.350218658369388	-0.345977859268221	1.90056887507811	0.168702531157067	0.756668535376855
"BraA09003105"	"AT4G04880"	"AT4G04880"	"adenosine/AMP deaminase family protein"	"-"	"-"	-0.702167331954803	0.400820308976948	1.90037490055288	0.168731265743342	0.756668535376855
"BraA08000905"	"AT5G35330"	"MBD02"	"methyl-CPG-binding domain protein 02"	"-"	"-"	0.0213859004068897	-0.673803839242402	1.89972232923591	0.168827973529419	0.756668535376855
"BraA02003018"	"AT4G04640"	"ATPC1"	"ATPase, F1 complex, gamma subunit protein"	"-"	"YES"	1.13371475607752	-0.767873259517644	1.90058729310545	0.168868270285507	0.756668535376855
"BraA05001625"	"AT2G29310"	"AT2G29310"	"NAD(P)-binding Rossmann-fold superfamily protein"	"-"	"-"	0.960700838198001	-1.14658692739012	1.90037028897236	0.168900412957707	0.756668535376855
"BraA10000878"	"AT5G52920"	"PKP-BETA1"	"plastidic pyruvate kinase beta subunit 1"	"-"	"-"	-0.67679640257502	0.0337613595825289	1.89908452031698	0.168922551081191	0.756668535376855
"BraA06001730"	"AT1G15420"	"AT1G15420"	"WD repeat protein"	"-"	"-"	-0.836691696101037	0.855656695550755	1.89978844310595	0.168986628446885	0.756668535376855
"BraA01004510"	"AT3G06860"	"MFP2"	"multifunctional protein 2"	"-"	"-"	0.623267677492373	-1.13534871538373	1.89961859904062	0.169011804140163	0.756668535376855
"BraA06004464"	"AT2G02570"	"AT2G02570"	"nucleic acid binding/RNA binding protein"	"-"	"-"	0.42045982573208	-0.480604957088608	1.89838321393652	0.169026609991614	0.756668535376855
"BraA09003689"	"AT1G30580"	"AT1G30580"	"GTP binding protein"	"-"	"-"	-1.30657061744241	1.0360779841167	1.89895348760357	0.169110431235364	0.756668535376855
"BraA01002647"	"AT3G46790"	"CRR2"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"-"	"-"	-0.0360129418114152	0.392456863719514	1.89776765447792	0.169118002574852	0.756668535376855
"BraA04001712"	"AT2G23520"	"AT2G23520"	"Pyridoxal phosphate (PLP)-dependent transferases superfamily protein"	"-"	"-"	0.279364798831693	-0.0662762029424329	1.89756028701039	0.169148802521069	0.756668535376855
"BraA01002007"	"AT1G56450"	"PBG1"	"20S proteasome beta subunit G1"	"-"	"-"	0.0898420641004246	-0.438223842517636	1.89719936111251	0.169202424603273	0.756668535376855
"BraA02003547"	"AT2G03690"	"AT2G03690"	"coenzyme Q biosynthesis Coq4 family protein / ubiquinone biosynthesis Coq4 family protein"	"-"	"-"	0.0936600754297488	-0.334310699988731	1.89665389303932	0.169283498388829	0.756668535376855
"BraA01002019"	"AT1G56300"	"AT1G56300"	"Chaperone DnaJ-domain superfamily protein"	"-"	"-"	0.783189322647884	-1.56548612173427	1.89766796020999	0.169301232885483	0.756668535376855
"BraA07001791"	"AT2G27020"	"PAG1"	"20S proteasome alpha subunit G1"	"-"	"-"	-0.32546636630389	-0.0862153339057941	1.89633759225375	0.169330529770825	0.756668535376855
"BraA10002913"	"AT5G09740"	"HAM2"	"histone acetyltransferase of the MYST family 2"	"-"	"-"	0.326547840376184	0.0273544850547796	1.8962737701158	0.169340021309218	0.756668535376855
"BraA02001731"	"AT5G44750"	"REV1"	"DNA-directed DNA polymerase"	"-"	"-"	2.32540837336964	-2.56552016896375	1.95908522485818	0.16936539653676	0.756668535376855
"BraA09001212"	"AT2G18330"	"AT2G18330"	"AAA-type ATPase family protein"	"-"	"-"	-0.884342653088744	0.986342713450581	1.89708803400329	0.169387382839127	0.756668535376855
"BraA03006364"	"AT4G35480"	"RHA3B"	"RING-H2 finger A3B"	"-"	"-"	0.91553059912924	-0.862351733871057	1.89674293337395	0.169412569729339	0.756668535376855
"BraA02004112"	"AT1G70600"	"AT1G70600"	"Ribosomal protein L18e/L15 superfamily protein"	"-"	"YES"	1.53994242079966	-0.816317370267679	1.89546756989799	0.169459967438113	0.756668535376855
"BraA02004264"	"AT5G61130"	"PDCB1"	"plasmodesmata callose-binding protein 1"	"-"	"-"	-1.92734588844606	1.77999006549512	1.89544925884832	0.169478498695626	0.756668535376855
"BraA06005005"	"AT4G38420"	"sks9"	"SKU5 similar 9"	"-"	"-"	-1.53895127946465	1.32497034064423	1.8962032781129	0.169518906949894	0.756668535376855
"BraA01002407"	"AT3G51500"	"AT3G51500"	"hypothetical protein"	"-"	"-"	0.490687051950669	-0.409520041994752	1.89501622246951	0.169527158524154	0.756668535376855
"BraA07000085"	"AT2G19870"	"AT2G19870"	"tRNA/rRNA methyltransferase (SpoU) family protein"	"-"	"-"	-0.592217995567658	1.06434272721141	1.89611427681419	0.169532143579772	0.756668535376855
"BraA07000914"	"AT3G23410"	"FAO3"	"fatty alcohol oxidase 3"	"-"	"-"	0.777736065794178	-0.195854868152559	1.89593480762569	0.169552294410433	0.756668535376855
"BraA07000520"	"AT2G15580"	"AT2G15580"	"RING/U-box superfamily protein"	"-"	"-"	-0.600334504937631	-0.0922527178526971	1.89525780003068	0.169594103842821	0.756701068662422
"BraA08000485"	"AT4G31980"	"AT4G31980"	"PPPDE thiol peptidase family protein"	"-"	"-"	-0.047061012169947	-0.777672992298014	1.8938006500003	0.169708260310976	0.756845914508542
"BraA03001449"	"AT5G54590"	"CRLK1"	"Protein kinase superfamily protein"	"-"	"-"	0.403856476239444	-0.775142718969023	1.89374478051562	0.169716589002156	0.756845914508542
"BraA03004631"	"AT5G23150"	"HUA2"	"Tudor/PWWP/MBT domain-containing protein"	"-"	"-"	0.381094664130883	-0.145185006538589	1.8935303737073	0.16974855556838	0.756845914508542
"BraA06001720"	"AT1G15350"	"AT1G15350"	"DUF4050 family protein"	"-"	"-"	0.306828485625658	-0.490104825695121	1.89272685901084	0.169868411521169	0.756845914508542
"BraA07001420"	"AT1G22710"	"SUC2"	"sucrose-proton symporter 2"	"-"	"YES"	0.557069997985767	-0.160754449278724	1.8926329153377	0.169882430520535	0.756845914508542
"BraA02000102"	"AT5G52970"	"AT5G52970"	"thylakoid lumen 15.0 kDa protein"	"-"	"-"	-0.0322286151503112	-0.424806000826194	1.89262989568245	0.169882881157372	0.756845914508542
"BraA09000939"	"AT3G43590"	"AT3G43590"	"zinc knuckle (CCHC-type) family protein"	"-"	"-"	0.347979148913733	-0.530524618005351	1.89203041183503	0.169972370259933	0.756845914508542
"BraA02000213"	"AT5G06360"	"AT5G06360"	"Ribosomal protein S8e family protein"	"-"	"-"	-0.563418629962136	0.891052121340199	1.89254033776695	0.170064592262354	0.756845914508542
"BraA06004005"	"AT5G48590"	"AT5G48590"	"phosphoserine aminotransferase, putative (DUF760)"	"-"	"-"	0.441297826123059	-0.216726376333623	1.89138870290999	0.170068218651389	0.756845914508542
"BraA08001296"	"AT4G16830"	"AT4G16830"	"Hyaluronan / mRNA binding family"	"-"	"-"	0.522398124118818	-0.197149298677286	1.89105408115493	0.170118222195403	0.756845914508542
"BraA05002657"	"AT3G21175"	"ZML1"	"ZIM-like 1"	"YES"	"-"	0.111509796296255	-0.410685571924191	1.89081541089496	0.170153897055851	0.756845914508542
"BraA01001751"	"AT4G25835"	"AT4G25835"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"-"	"-"	0.471856691353225	0.52467699360007	1.88913971924346	0.170404594584986	0.756845914508542
"BraA07002909"	"AT1G68690"	"PERK9"	"Protein kinase superfamily protein"	"-"	"-"	0.151960824578428	0.375290681277695	1.88909303712811	0.170411584293508	0.756845914508542
"BraA05003607"	"AT3G15090"	"AT3G15090"	"GroES-like zinc-binding alcohol dehydrogenase family protein"	"-"	"-"	-0.491750737370786	-0.106574424188277	1.88898902079409	0.170427159755476	0.756845914508542
"BraA09006645"	"AT1G08420"	"BSL2"	"BRI1 suppressor 1 (BSU1)-like 2"	"-"	"-"	0.240918046804319	-0.209790525399762	1.88892391409535	0.170436909645016	0.756845914508542
"BraA01002717"	"AT1G58520"	"RXW8"	"GDSL-like lipase/acylhydrolase superfamily protein"	"-"	"-"	0.791529889207961	-0.083270021546076	1.88999736602266	0.170444539730515	0.756845914508542
"BraA03003335"	"AT3G03600"	"RPS2"	"ribosomal protein S2"	"-"	"-"	-0.340222798434302	0.340747248205692	1.88863981671655	0.17047946093669	0.756845914508542
"BraA06002613"	"AT3G47070"	"AT3G47070"	"thylakoid soluble phosphoprotein"	"-"	"-"	0.573854919313488	-0.650805572633446	1.88853382214128	0.170495339420508	0.756845914508542
"BraA03004967"	"AT4G15955"	"AT4G15955"	"alpha/beta-Hydrolases superfamily protein"	"-"	"-"	0.593340501117169	-0.340859594556524	1.88820650519754	0.170544383050037	0.756845914508542
"BraA09003487"	"AT1G32460"	"AT1G32460"	"hypothetical protein"	"-"	"-"	0.611612849884479	-0.893741222576373	1.88816080444487	0.170551231839953	0.756845914508542
"BraA02000306"	"AT5G09230"	"SRT2"	"sirtuin 2"	"-"	"-"	-0.262645762550328	-0.247447446275352	1.88811733739514	0.170557746157333	0.756845914508542
"BraA01004195"	"AT3G12700"	"NANA"	"Eukaryotic aspartyl protease family protein"	"-"	"-"	-1.4029969789394	1.23427673038421	1.88809806696554	0.170598714968392	0.756845914508542
"BraA10001079"	"AT3G13460"	"ECT2"	"evolutionarily conserved C-terminal region 2"	"-"	"-"	-0.425672868642952	0.604772489987153	1.88771096306661	0.170618661561059	0.756845914508542
"BraA08003986"	"AT1G03350"	"AT1G03350"	"BSD domain-containing protein"	"-"	"-"	0.389975037775004	-0.134568620853526	1.88766901240974	0.170624951282691	0.756845914508542
"BraA04003081"	"AT2G42490"	"AT2G42490"	"Copper amine oxidase family protein"	"-"	"-"	0.899831206470434	-0.550776072686618	1.8887600854901	0.170629732349925	0.756845914508542
"BraA05001993"	"AT3G20370"	"AT3G20370"	"TRAF-like family protein"	"-"	"-"	-1.36739309497508	2.21782629427532	1.88847555906043	0.170672350002109	0.756845914508542
"BraA04002387"	"AT2G32650"	"AT2G32650"	"RmlC-like cupins superfamily protein"	"-"	"-"	-1.00815055029277	0.564995855759609	1.88800500260352	0.170742857155118	0.756845914508542
"BraA08000260"	"AT1G51510"	"Y14"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	"-"	"-"	0.252496594707657	-0.335279397667172	1.88620010605897	0.170845343463539	0.756845914508542
"BraA09003004"	"AT4G12120"	"SEC1B"	"Sec1/munc18-like (SM) proteins superfamily"	"-"	"-"	-0.267573538486892	0.842719269879523	1.88606499515702	0.170865630607003	0.756845914508542
"BraA06004448"	"AT2G02870"	"AT2G02870"	"Galactose oxidase/kelch repeat superfamily protein"	"-"	"-"	-0.849184021316717	0.566173118546984	1.88601740917765	0.170930000924354	0.756845914508542
"BraA05001084"	"AT2G35490"	"AT2G35490"	"Plastid-lipid associated protein PAP / fibrillin family protein"	"-"	"YES"	-0.0710283278566074	-0.388540754571322	1.88553698585817	0.170944936942184	0.756845914508542
"BraA02002458"	"AT1G75190"	"AT1G75190"	"hypothetical protein"	"-"	"-"	1.68567849465493	-0.234837906283148	1.88540630125424	0.17097943884414	0.756845914508542
"BraA06002654"	"AT3G46640"	"PCL1"	"Homeodomain-like superfamily protein"	"YES"	"YES"	-0.92630649933655	-0.724580829809696	1.88606766963375	0.171033472530698	0.756845914508542
"BraA04001769"	"AT1G76955"	"AT1G76955"	"Expressed protein"	"-"	"-"	2.18226489950665	-2.24550389576073	1.88589218559783	0.171033578745836	0.756845914508542
"BraA03003503"	"AT3G66652"	"AT3G66652"	"fip1 motif-containing protein"	"-"	"-"	-0.797203874422567	0.755156066611967	1.88576746522366	0.171042170851728	0.756845914508542
"BraA07003370"	"AT1G70410"	"BCA4"	"beta carbonic anhydrase 4"	"-"	"-"	0.0520144718996784	-0.411220377928222	1.88487255795936	0.171044789311848	0.756845914508542
"BraA06004762"	"AT1G49200"	"AT1G49200"	"RING/U-box superfamily protein"	"-"	"-"	1.82140729185893	-0.609027246727086	1.88574539864266	0.171081867249659	0.756845914508542
"BraA08002959"	"AT1G26180"	"AT1G26180"	"membrane protein"	"-"	"-"	-0.43808766009954	0.425137489985032	1.88453889563248	0.171094956769618	0.756845914508542
"BraA08001152"	"AT3G22950"	"ARFC1"	"ADP-ribosylation factor C1"	"-"	"-"	-0.807023539438319	-0.0171927863762113	1.88453685535363	0.171095263582223	0.756845914508542
"BraA09006559"	"AT1G10270"	"GRP23"	"glutamine-rich protein 23"	"-"	"YES"	-0.295942507262867	0.73458796643613	1.8840229264097	0.171178697662073	0.756845914508542
"BraSca000333"	"AT5G49760"	"AT5G49760"	"Leucine-rich repeat protein kinase family protein"	"-"	"-"	-0.302914807157334	-0.359108967128638	1.88329260934402	0.171282480549721	0.756845914508542
"BraA09001557"	"AT1G64065"	"AT1G64065"	"Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family"	"-"	"-"	-2.23450044912841	2.64328642595183	1.88424509413185	0.171307358286581	0.756845914508542
"BraA06002077"	"AT1G19140"	"AT1G19140"	"ubiquinone biosynthesis COQ9-like protein"	"-"	"-"	-0.931606443407787	0.226042716960659	1.88360532257599	0.171330748113344	0.756845914508542
"BraA04000475"	"AT3G55440"	"TPI"	"triosephosphate isomerase"	"-"	"-"	-0.39097972990462	-0.0183288596424791	1.88297200127548	0.171330756839436	0.756845914508542
"BraA07001967"	"AT3G54740"	"AT3G54740"	"zein-binding protein (Protein of unknown function, DUF593)"	"-"	"-"	0.0894229386428497	-0.946551218664731	1.88261646698683	0.171384309298893	0.756845914508542
"BraA03003044"	"AT4G02930"	"AT4G02930"	"GTP binding Elongation factor Tu family protein"	"-"	"-"	-0.812424585381006	1.04669046729495	1.88364589947576	0.1713975045136	0.756845914508542
"BraA03001340"	"AT5G56710"	"AT5G56710"	"Ribosomal protein L31e family protein"	"-"	"-"	-0.940581035676118	0.833449584417761	1.88356423844201	0.171409794003981	0.756845914508542
"BraA07002672"	"AT1G74380"	"XXT5"	"xyloglucan xylosyltransferase 5"	"-"	"-"	-0.456377717076511	0.163178792498557	1.88230560915629	0.171431147072012	0.756845914508542
"BraA03006103"	"AT4G31990"	"ASP5"	"aspartate aminotransferase 5"	"-"	"YES"	0.589611068900723	-0.242989184600983	1.88220402031209	0.171446456710228	0.756845914508542
"BraA01003249"	"AT2G20800"	"NDB4"	"NAD(P)H dehydrogenase B4"	"-"	"-"	-0.44263042172058	0.305883419487852	1.88205775534028	0.17146850170551	0.756845914508542
"BraA02001631"	"AT5G52980"	"AT5G52980"	"ER-based factor for assembly of V-ATPase"	"-"	"-"	-0.604980776374189	0.71079758022602	1.88190828609743	0.171491032789722	0.756845914508542
"BraA03004986"	"AT3G17100"	"AT3G17100"	"sequence-specific DNA binding transcription factor"	"-"	"-"	0.71074203293335	-0.510186243433158	1.8816681979365	0.17152723047494	0.756845914508542
"BraA10000410"	"AT2G32210"	"AT2G32210"	"cysteine-rich/transmembrane domain A-like protein"	"-"	"-"	-3.61933451007618	0.587029815766606	1.88272497795501	0.171536152463857	0.756845914508542
"BraA08003187"	"AT1G20510"	"OPCL1"	"OPC-8:0 CoA ligase1"	"-"	"-"	0.434914389424772	-1.7429832543909	1.88269021609017	0.171541388342116	0.756845914508542
"BraA05004529"	"AT3G03940"	"AT3G03940"	"Protein kinase family protein"	"-"	"-"	0.500203662864261	-0.343540376262897	1.88151854204713	0.171549797987984	0.756845914508542
"BraA07001734"	"AT5G66540"	"AT5G66540"	"U3 small nucleolar ribonucleoprotein"	"-"	"-"	-1.64215835160469	1.64667255253496	1.88256648100224	0.171560026878014	0.756845914508542
"BraA07003051"	"AT1G66340"	"ETR1"	"Signal transduction histidine kinase, hybrid-type, ethylene sensor"	"-"	"YES"	0.396768637409565	-0.476592799649735	1.88102667507712	0.171623992019007	0.756868820800417
"BraA09005774"	"AT3G43590"	"AT3G43590"	"zinc knuckle (CCHC-type) family protein"	"-"	"-"	0.231563919980327	-0.57385563557661	1.88095853268848	0.171634273445503	0.756868820800417
"BraA03001203"	"AT5G59140"	"AT5G59140"	"BTB/POZ domain-containing protein"	"-"	"-"	0.379923958120125	0.502403332937344	1.88070629676545	0.171672336934271	0.756884412296087
"BraA09001092"	"AT2G14910"	"AT2G14910"	"MAR-binding filament-like protein"	"-"	"-"	0.65665107580217	-0.391044705082027	1.88024044164863	0.171742660297406	0.757042199151305
"BraA01000102"	"AT4G40050"	"AT4G40050"	"signal transducer, putative (DUF3550/UPF0682)"	"-"	"-"	0.2802790013957	-0.36040542438613	1.87971138512478	0.171822561746844	0.757242134308921
"BraA03001396"	"AT5G55580"	"AT5G55580"	"Mitochondrial transcription termination factor family protein"	"-"	"-"	-0.0539840822774421	0.816234078216636	1.88046907596198	0.171876295469446	0.757326688037332
"BraA03002292"	"AT2G27030"	"CAM5"	"calmodulin 5"	"-"	"-"	-1.69507588537125	1.04645448254097	1.87968606297332	0.171994526764468	0.757363503351777
"BraA06001882"	"AT1G17100"	"HBP1"	"SOUL heme-binding family protein"	"-"	"-"	-0.580382576135723	0.409713948726231	1.87852853237787	0.17200134795234	0.757363503351777
"BraA06003864"	"AT5G27120"	"AT5G27120"	"NOP56-like pre RNA processing ribonucleoprotein"	"-"	"-"	-1.04353619786011	1.53175123571281	1.8795716609197	0.172011808249305	0.757363503351777
"BraA05001522"	"AT2G30540"	"AT2G30540"	"Thioredoxin superfamily protein"	"-"	"-"	3.25604044022844	-1.74246818707888	1.8948657215603	0.172056333319608	0.757363503351777
"BraSca000332"	"AT5G49830"	"EXO84B"	"exocyst complex component 84B"	"-"	"-"	0.427960210196305	-0.292813096646972	1.87815796831466	0.172057399146565	0.757363503351777
"BraA02002107"	"AT1G69620"	"RPL34"	"ribosomal protein L34"	"-"	"-"	-0.703312727193734	0.475139027400151	1.8779982709714	0.172101905525184	0.757407322027216
"BraA06002827"	"AT3G48170"	"ALDH10A9"	"aldehyde dehydrogenase 10A9"	"-"	"-"	0.319201071115712	-0.232503306495553	1.87684788850347	0.172255717863371	0.757636660689715
"BraA09005207"	"AT3G59040"	"AT3G59040"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"-"	"-"	-0.410195869488575	0.786437991405298	1.87679010912923	0.1722705975396	0.757636660689715
"BraA10001212"	"AT5G56670"	"AT5G56670"	"Ribosomal protein S30 family protein"	"-"	"-"	-0.70415315543789	0.643517122496001	1.87770972732175	0.17227818603019	0.757636660689715
"BraA06000755"	"AT1G79930"	"HSP91"	"heat shock protein 91"	"-"	"YES"	-0.115310244678463	0.347348801289068	1.87660663350334	0.172292265569008	0.757636660689715
"BraA06003695"	"AT5G25210"	"AT5G25210"	"hypothetical protein"	"-"	"-"	0.748158072532364	0.242875625514247	1.87631219732434	0.172336880963525	0.757680859928083
"BraA01004782"	"AT3G01200"	"RP2"	"PPDK regulatory protein 2"	"-"	"-"	0.150645209322083	-0.622590137530508	1.8757863785427	0.172416588198689	0.757879292140256
"BraA10001827"	"AT5G19480"	"AT5G19480"	"mediator of RNA polymerase II transcription subunit"	"-"	"-"	-0.583264067063452	0.572850998585169	1.87504741100236	0.17252867286402	0.757904049235369
"BraA09003747"	"AT1G30070"	"AT1G30070"	"SGS domain-containing protein"	"-"	"-"	-0.566970108688426	0.432759795886578	1.87458667055257	0.172598596343242	0.757904049235369
"BraA05001194"	"AT2G34260"	"WDR55"	"transducin family protein / WD-40 repeat family protein"	"-"	"-"	-0.843016560007856	0.754248124836611	1.87445758238114	0.172633966849692	0.757904049235369
"BraA01004275"	"AT3G11580"	"AT3G11580"	"AP2/B3-like transcriptional factor family protein"	"YES"	"-"	-1.20712359974577	-0.706564269224663	1.87431979771012	0.1726391117479	0.757904049235369
"BraA05003445"	"AT1G59660"	"AT1G59660"	"Nucleoporin autopeptidase"	"-"	"-"	-1.51478284653847	1.82068542354604	1.87531471149695	0.172656187037679	0.757904049235369
"BraA04002309"	"AT2G31490"	"AT2G31490"	"neuronal acetylcholine receptor subunit alpha-5"	"-"	"-"	-0.582049730752662	0.573194971632477	1.87399244419528	0.172688822987143	0.757904049235369
"BraA05004596"	"AT3G03100"	"AT3G03100"	"NADH:ubiquinone oxidoreductase, 17.2kDa subunit"	"-"	"-"	-0.442161154494311	0.249127585548747	1.87398312796213	0.172690237956147	0.757904049235369
"BraA06000857"	"AT1G52190"	"AT1G52190"	"Major facilitator superfamily protein"	"-"	"-"	-1.13164412898062	0.617267755948442	1.87503370021213	0.172698815105637	0.757904049235369
"BraA03001363"	"AT5G56250"	"HAP8"	"hapless 8"	"-"	"-"	-0.642080254936375	0.626224194410652	1.87362714097979	0.172824967911006	0.757945044748339
"BraA10002943"	"AT5G26120"	"ASD2"	"alpha-L-arabinofuranosidase 2"	"-"	"-"	0.585302170094874	-0.376295933491584	1.873069462765	0.172829067800778	0.757945044748339
"BraA06002609"	"AT3G47120"	"AT3G47120"	"RNA recognition motif (RRM)-containing protein"	"-"	"-"	0.319123723870255	-0.0637563398141584	1.87270865178772	0.172883925387155	0.757945044748339
"BraA05001788"	"AT1G53165"	"ATMAP4K ALPHA1"	"Protein kinase superfamily protein"	"-"	"-"	0.441370041304319	-0.255965716825643	1.87199897042511	0.172991879643802	0.757945044748339
